trade_date,Monthly_DoubleLow_Top10,Monthly_DoubleLow_Top5,511380_CB_ETF_Benchmark
2025-07-17,1.1016371024350506,1.0392783883965901,1.1545703839122488
2025-07-18,1.1052307740666503,1.0413175256141902,1.1576782449725778
2025-07-21,1.1194182040666503,1.0470674356141902,1.1675502742230348
2025-07-22,1.1274697040666501,1.0506466156141903,1.173583180987203
2025-07-23,1.1246862440666505,1.0488146856141902,1.1744972577696526
2025-07-24,1.1359351540666505,1.0548320156141902,1.1825411334552103
2025-07-25,1.1394614040666502,1.05925516561419,1.183912248628885
2025-07-28,1.1284548440666502,1.0554220956141902,1.1748628884826327
2025-07-29,1.1300951640666501,1.0579046456141903,1.1780621572212067
2025-07-30,1.1298013340666504,1.0587686056141903,1.1754113345521024
2025-07-31,1.1158429740666502,1.0524166356141902,1.1685557586837296
2025-08-01,1.1205886044366504,1.0540987486141902,1.166819012797075
2025-08-04,1.1301685644366504,1.0583690986141903,1.176508226691042
2025-08-05,1.1447222444366505,1.0697059586141902,1.1846435100548447
2025-08-06,1.1492234444366505,1.0719450786141902,1.193510054844607
2025-08-07,1.1329652335052505,1.06157199413229,1.1927787934186471
2025-08-08,1.1346142535052506,1.0597881941322904,1.1892138939670933
2025-08-11,1.1413387321852506,1.0612989900722902,1.1988117001828154
2025-08-12,1.1375750121852504,1.05947219007229,1.1987202925045706
2025-08-13,1.1434653515438404,1.0622709250188302,1.206581352833638
2025-08-14,1.1333065415438404,1.0592901350188302,1.2016453382084096
2025-08-15,1.1405536315438405,1.0618241350188302,1.2106946983546618
2025-08-18,1.1487143915438405,1.0632455350188301,1.2240402193784279
2025-08-19,1.1485470815438406,1.0622253050188302,1.2247714808043875
2025-08-20,1.1501738215438406,1.0623456950188301,1.2300731261425961
2025-08-21,1.1534546315438405,1.06425729501883,1.233912248628885
2025-08-22,1.1599890615438404,1.0668285550188301,1.2487202925045704
2025-08-25,1.1625562015438407,1.0676173750188303,1.2521023765996344
2025-08-26,1.1631200506881205,1.06837648501883,1.2493601462522852
2025-08-27,1.1428801806881204,1.0633510850188301,1.216270566727605
2025-08-28,1.1405954006881207,1.06362584501883,1.2161791590493602
2025-08-29,1.1354713306881203,1.06269127501883,1.210054844606947
2025-09-01,1.1311026106881206,1.06163651501883,1.1993601462522854
2025-09-02,1.1251790406881206,1.0597703950188302,1.1926873857404023
2025-09-03,1.1285574506881204,1.06196421501883,1.1942413162705667
2025-09-04,1.1284165406881206,1.06183354501883,1.1942413162705667
2025-09-05,1.1451051006881205,1.0667125850188302,1.220109689213894
2025-09-08,1.1502304406881205,1.0674101050188303,1.2254113345521025
2025-09-09,1.1462633806881206,1.0676641950188301,1.2122486288848264
2025-09-10,1.1374040006881203,1.0649332650188301,1.2053016453382084
2025-09-11,1.1433905106881206,1.06516145501883,1.2216636197440587
2025-09-12,1.1467433806881207,1.0665234050188301,1.2208409506398539
2025-09-15,1.1427174906881206,1.06502873501883,1.2117001828153566
2025-09-16,1.1445986217781208,1.0676816617788303,1.210054844606947
2025-09-17,1.1451561476298806,1.0645060158822701,1.2185557586837295
2025-09-18,1.1422378076298805,1.0651995258822702,1.2109689213893966
2025-09-19,1.1443210640308803,1.0677132695342704,1.2026508226691042
2025-09-22,1.1375571540308804,1.0635864195342701,1.20018281535649
2025-09-23,1.1315513240308803,1.05926671953427,1.197531992687386
