stk_code,stk_name,pub_date,title,pdf_url,effective_date,prev_conv_price,new_conv_price
603601,再升科技,20251020,再升科技关于2025年半年度权益分派时“再22转债”停止转股和转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-10-21/1224720864.PDF,20251021,,
603605,珀莱雅,20250824,珀莱雅化妆品股份有限公司关于“珀莱转债”转股价格调整暨转股停牌的公告,http://static.cninfo.com.cn/finalpage/2025-08-25/1224562312.PDF,20250825,,
603681,永冠新材,20250923,上海永冠众诚新材料科技（集团）股份有限公司关于“永22转债”转股价格调整暨转股停复牌的公告,http://static.cninfo.com.cn/finalpage/2025-09-24/1224677916.PDF,20250924,,
603689,皖天然气,20251020,关于权益分派引起的可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-10-21/1224720947.PDF,20251021,,
603689,皖天然气,20260520,关于权益分派引起的可转换公司债券转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-05-21/1225319183.PDF,20260521,,
603707,健友股份,20250528,健友股份关于“健友转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-05-29/1223712969.PDF,20250529,,
603708,家家悦,20250707,家家悦集团股份有限公司关于2024年度权益分派引起的“家悦转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-07-08/1224090889.PDF,20250708,,
603708,家家悦,20251013,家家悦集团股份有限公司关于2025年半年度权益分派引起的“家悦转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-10-14/1224709775.PDF,20251014,,
603757,大元泵业,20250609,浙江大元泵业股份有限公司关于2024年年度权益分派引起的“大元转债”转股价格调整公告,http://static.cninfo.com.cn/finalpage/2025-06-10/1223826382.PDF,20250610,,
603806,福斯特,20250616,关于“福22转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-06-17/1223887167.PDF,20250617,,
603806,福斯特,20260520,关于“福22转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-05-21/1225320630.PDF,20260521,,
603861,白云电器,20250627,白云电器关于“白电转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-06-28/1224016263.PDF,20250628,,
603896,寿仙谷,20250528,寿仙谷关于权益分派引起的“寿22转债”转股价格调整暨转股复牌的公告,http://static.cninfo.com.cn/finalpage/2025-05-29/1223712784.PDF,20250529,,
603916,苏博特,20250822,关于“博22转债”转股价格调整暨转股停牌的公告,http://static.cninfo.com.cn/finalpage/2025-08-23/1224556094.PDF,20250823,,
603916,苏博特,20260724,关于“博22转债”转股价格调整暨转股停牌的公告,http://static.cninfo.com.cn/finalpage/2026-07-25/1225440419.PDF,20260725,,
603976,正川股份,20260521,关于权益分派引起的“正川转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-05-22/1225323617.PDF,20260522,,
603979,金诚信,20250619,金诚信关于“金诚转债”因权益分派引起的转股价格调整公告,http://static.cninfo.com.cn/finalpage/2025-06-20/1223934516.PDF,20250620,,
603979,金诚信,20260701,金诚信关于可转换公司债券因权益分派引起的转股价格调整公告,http://static.cninfo.com.cn/finalpage/2026-07-02/1225403748.PDF,20260702,,
605088,冠盛股份,20250611,关于“冠盛转债”转股价格调整暨转股复牌的公告,http://static.cninfo.com.cn/finalpage/2025-06-12/1223848448.PDF,20250612,,
605162,新中港,20250605,关于“新港转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-06-06/1223787436.PDF,20250606,,
605166,聚合顺,20260727,聚合顺新材料股份有限公司关于董事会提议向下修正“聚合转债”转股价格的公告,http://static.cninfo.com.cn/finalpage/2026-07-28/1225442874.PDF,20260728,,
605222,起帆电缆,20250703,起帆电缆关于“起帆转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-07-04/1224071068.PDF,20250704,,
605222,起帆电缆,20260617,起帆电缆关于“起帆转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2026-06-18/1225375756.PDF,20260618,,
605228,神通科技,20251009,关于“神通转债”转股价格调整暨转股停牌的公告,http://static.cninfo.com.cn/finalpage/2025-10-10/1224702346.PDF,20251010,,
605368,蓝天燃气,20260709,蓝天燃气关于董事会提议向下修正“蓝天转债”转股价格的公告,http://static.cninfo.com.cn/finalpage/2026-07-10/1225416845.PDF,20260710,,
605368,蓝天燃气,20260727,关于向下修正“蓝天转债”转股价格暨转股停复牌的公告,http://static.cninfo.com.cn/finalpage/2026-07-28/1225442987.PDF,20260728,,
605589,圣泉集团,20260722,圣泉集团关于董事会提议向下修正“圣泉转债”转股价格的公告,http://static.cninfo.com.cn/finalpage/2026-07-23/1225436824.PDF,20260723,,
688001,华兴源创,20260129,华兴源创：关于“华兴转债”转股价格调整暨转股停牌的公告,http://static.cninfo.com.cn/finalpage/2026-01-30/1224955995.PDF,20260130,,
688059,华锐精密,20251125,关于“华锐转债”转股价格调整暨转股停牌的公告,http://static.cninfo.com.cn/finalpage/2025-11-26/1224825240.PDF,20251126,,
688066,航天宏图,20260302,关于董事会提议向下修正“宏图转债”转股价格的公告,http://static.cninfo.com.cn/finalpage/2026-03-03/1224990586.PDF,20260303,,
688066,航天宏图,20260318,关于向下修正“宏图转债”转股价格暨转股停牌的公告,http://static.cninfo.com.cn/finalpage/2026-03-19/1225016651.PDF,20260319,,
688066,*ST航图,20260603,关于董事会提议向下修正“宏图转债”转股价格的公告,http://static.cninfo.com.cn/finalpage/2026-06-04/1225348743.PDF,20260604,,
688066,*ST航图,20260623,关于向下修正“宏图转债”转股价格暨转股停牌的公告,http://static.cninfo.com.cn/finalpage/2026-06-24/1225384129.PDF,20260624,,
688116,天奈科技,20251014,天奈科技关于可转换公司债券“天奈转债”转股价格调整暨转股停复牌的公告,http://static.cninfo.com.cn/finalpage/2025-10-15/1224710795.PDF,20251015,,
688135,利扬芯片,20250707,关于“利扬转债”转股价格调整暨转股停复牌的公告,http://static.cninfo.com.cn/finalpage/2025-07-08/1224090615.PDF,20250708,,
688148,芳源股份,20260727,芳源股份关于董事会提议向下修正“芳源转债”转股价格的公告,http://static.cninfo.com.cn/finalpage/2026-07-28/1225442542.PDF,20260728,,
688239,航宇科技,20250526,航宇科技关于可转换公司债券转股价格调整暨转股复牌的公告,http://static.cninfo.com.cn/finalpage/2025-05-27/1223682736.PDF,20250527,,
688239,航宇科技,20260616,航宇科技关于可转换公司债券转股价格调整暨转股复牌的公告,http://static.cninfo.com.cn/finalpage/2026-06-17/1225373578.PDF,20260617,,
688268,华特气体,20250625,广东华特气体股份有限公司关于“华特转债”转股价格调整的公告,http://static.cninfo.com.cn/finalpage/2025-06-26/1223981969.PDF,20250626,,
688268,华特气体,20260121,广东华特气体股份有限公司关于“华特转债”转股价格调整暨转股停复牌的公告,http://static.cninfo.com.cn/finalpage/2026-01-22/1224944895.PDF,20260122,,
688301,奕瑞科技,20251014,奕瑞科技关于“奕瑞转债”转股价格调整暨转股停牌的公告,http://static.cninfo.com.cn/finalpage/2025-10-15/1224712410.PDF,20251015,,
688301,奕瑞科技,20251020,奕瑞科技关于“奕瑞转债”转股价格调整暨转股停牌的公告,http://static.cninfo.com.cn/finalpage/2025-10-21/1224721792.PDF,20251021,,
688301,奕瑞科技,20251218,奕瑞科技关于“奕瑞转债”转股价格调整暨转股停牌的公告,http://static.cninfo.com.cn/finalpage/2025-12-19/1224886265.PDF,20251219,,
688323,瑞华泰,20260316,瑞华泰关于董事会提议向下修正“瑞科转债”转股价格的公告,http://static.cninfo.com.cn/finalpage/2026-03-17/1225011362.PDF,20260317,,
688323,瑞华泰,20260410,瑞华泰关于向下修正“瑞科转债”转股价格暨转股停牌的公告,http://static.cninfo.com.cn/finalpage/2026-04-11/1225093752.PDF,20260411,,
688350,富淼科技,20251128,江苏富淼科技股份有限公司关于可转换公司债券“富淼转债”转股价格调整暨转股停复牌的公告,http://static.cninfo.com.cn/finalpage/2025-11-29/1224833086.PDF,20251129,,
688516,奥特维,20250525,无锡奥特维科技股份有限公司关于可转换公司债券“奥维转债”转股价格调整暨转股停复牌的公告,http://static.cninfo.com.cn/finalpage/2025-05-26/1223675651.PDF,20250526,,
688516,奥特维,20250822,无锡奥特维科技股份有限公司关于可转换公司债券“奥维转债”转股价格调整暨转股停复牌的公告,http://static.cninfo.com.cn/finalpage/2025-08-23/1224556323.PDF,20250823,,
688516,奥特维,20260204,无锡奥特维科技股份有限公司关于可转换公司债券“奥维转债”转股价格调整暨转股停复牌的公告,http://static.cninfo.com.cn/finalpage/2026-02-05/1224967373.PDF,20260205,,
688516,奥特维,20260630,无锡奥特维科技股份有限公司关于可转换公司债券“奥维转债”转股价格调整暨转股停复牌的公告,http://static.cninfo.com.cn/finalpage/2026-07-01/1225400484.PDF,20260701,,
688595,芯海科技,20250828,关于“芯海转债”转股价格调整暨转股停复牌的公告,http://static.cninfo.com.cn/finalpage/2025-08-29/1224613145.PDF,20250829,,
688596,正帆科技,20251203,关于“正帆转债”转股价格调整暨转股停牌的公告,http://static.cninfo.com.cn/finalpage/2025-12-04/1224847220.PDF,20251204,,
688596,正帆科技,20260717,关于“正帆转债”转股价格调整暨转股停牌的公告,http://static.cninfo.com.cn/finalpage/2026-07-18/1225429580.PDF,20260718,,
688633,星球石墨,20250623,关于“星球转债”转股价格调整暨转股停牌的公告,http://static.cninfo.com.cn/finalpage/2025-06-24/1223957119.PDF,20250624,,
688668,鼎通科技,20260721,关于董事会提议向下修正“鼎通转债”转股价格的公告,http://static.cninfo.com.cn/finalpage/2026-07-22/1225435157.PDF,20260722,,
